iter	Logloss
191	0.2693680521
192	0.2689504316
193	0.268416538
194	0.2678778098
195	0.2675208088
196	0.2670850966
197	0.2667954312
198	0.2663751418
199	0.2660107684
200	0.2655697402
201	0.2652148394
202	0.2649809588
203	0.2644323424
204	0.2640219412
205	0.263607974
206	0.263326206
207	0.2630738617
208	0.2626435092
209	0.2622135942
210	0.2618165813
211	0.2614194808
212	0.2611508824
213	0.2609832436
214	0.2608242896
215	0.2604007188
216	0.2602334299
217	0.2596845729
218	0.2593704497
219	0.2590605049
220	0.2586372403
221	0.2583923777
222	0.2580430554
223	0.2577998554
224	0.2572935918
225	0.2569174927
226	0.2564545225
227	0.2561547502
228	0.2559122721
229	0.2555314478
230	0.2551780345
231	0.2549183398
232	0.2547596484
233	0.2544733082
234	0.2541516157
235	0.2539051124
236	0.2536778604
237	0.2534799008
238	0.2532578554
239	0.2528672523
240	0.2524727333
241	0.2522202577
242	0.2518567376
243	0.2514138717
244	0.2512449422
245	0.25086904
246	0.2506924756
247	0.250392397
248	0.2501082007
249	0.2497594471
250	0.249523357
251	0.2493544931
252	0.2491826321
253	0.2489979734
254	0.248530606
255	0.2484013164
256	0.2480425872
257	0.2477986654
258	0.2475616127
259	0.2472835636
260	0.2468076644
261	0.2466520795
262	0.2465053545
263	0.246357295
264	0.2460972065
265	0.2458414276
266	0.2454779293
267	0.2453087154
268	0.2451088526
269	0.2448835257
270	0.2446053235
271	0.2444005385
272	0.2441989475
273	0.2440377403
274	0.2437442903
275	0.2434539686
276	0.2432034838
277	0.2430286913
278	0.2428410575
279	0.2426075488
280	0.2424588986
281	0.2422361094
282	0.2419461596
283	0.2417254267
284	0.2415277515
285	0.2413462868
286	0.2412264697
287	0.2409660093
288	0.2407165965
289	0.2405471419
290	0.2403699649
291	0.2401560137
292	0.2399373591
293	0.2397054255
294	0.2394568002
295	0.2389477364
296	0.2385686184
297	0.2383512545
298	0.2380726366
299	0.2377611823
300	0.237538415
301	0.2370955054
302	0.2369699567
303	0.2368461363
304	0.2366637965
305	0.2364603897
306	0.2362338377
307	0.236086347
308	0.2358334996
309	0.2356017629
310	0.2354063629
311	0.2351092157
312	0.2349016962
313	0.2345649309
314	0.2342228278
315	0.2340067764
316	0.2337403656
317	0.2335497347
318	0.2333930122
319	0.2331410398
320	0.2329338921
321	0.2325964924
322	0.232440995
323	0.2322003108
324	0.2319412942
325	0.231687528
326	0.2315682579
327	0.2313868588
328	0.2312362616
329	0.230883439
330	0.230725929
331	0.230623613
332	0.2305133997
333	0.2303533082
334	0.2302282846
335	0.2300525734
336	0.2298978635
337	0.2297216272
338	0.2295617545
339	0.2294296647
340	0.2292002907
341	0.2289679414
342	0.2287694787
343	0.2285634468
344	0.2283529521
345	0.2281183933
346	0.2279654117
347	0.2277559451
348	0.22758765
349	0.2273990754
350	0.2271816896
351	0.2270028938
352	0.2268073407
353	0.2265169096
354	0.2263932423
355	0.2262267629
356	0.2260645494
357	0.2258390256
358	0.2256345906
359	0.2254431284
360	0.2252771302
361	0.225181071
362	0.2249796768
363	0.2247691602
364	0.2245682474
365	0.2245142564
366	0.2243153124
367	0.2242044866
368	0.2239444418
369	0.2237371192
370	0.2235660895
371	0.2233428627
372	0.2231100978
373	0.2229536815
374	0.2227295797
375	0.222652181
376	0.2224887205
377	0.2222655156
378	0.2220724564
379	0.2219547176
380	0.2217020452
381	0.2214986384
382	0.2214131454
383	0.2212431877
384	0.2210231986
385	0.2208605476
386	0.2206431837
387	0.2204387268
388	0.220241883
389	0.220099227
390	0.2198548457
391	0.2196333472
392	0.219406292
393	0.2190364058
394	0.2188798583
395	0.2186090722
396	0.2184669631
397	0.21817371
398	0.2180146029
399	0.2178850509
400	0.2176014452
401	0.2174670148
402	0.2172854844
403	0.2170874592
404	0.2169355276
405	0.2167425778
406	0.2164916117
407	0.216402006
408	0.2162542965
409	0.2161473647
410	0.2159654843
411	0.2157463046
412	0.2155269937
413	0.215408358
414	0.2152936382
415	0.2151073169
416	0.215023224
417	0.2148880716
418	0.2148098416
419	0.2146119914
420	0.2145086692
421	0.2143853519
422	0.2142799952
423	0.2139173063
424	0.2137132651
425	0.2135945857
426	0.2134495233
427	0.213332747
428	0.2130906409
429	0.2128299836
430	0.2126496783
431	0.2124973092
432	0.2123040312
433	0.2120735196
434	0.2119311042
435	0.2117240222
436	0.2115371759
437	0.2112717714
438	0.2110392253
439	0.2108795494
440	0.2107569322
441	0.2105649887
442	0.210285627
443	0.2101126722
444	0.2099835139
445	0.2097657563
446	0.2096359855
447	0.2094551551
448	0.2092767312
449	0.2090471165
450	0.2087396437
451	0.2085772114
452	0.208354094
453	0.2082083097
454	0.2079589844
455	0.2078127625
456	0.20746029
457	0.2072850162
458	0.2071409164
459	0.2069400692
460	0.2068145861
461	0.2065814712
462	0.2064107915
463	0.2061357833
464	0.2059159692
465	0.2057169596
466	0.205466803
467	0.2052888822
468	0.2051121428
469	0.2049672773
470	0.2048653989
471	0.2047050011
472	0.2045002161
473	0.2044252457
474	0.2042937029
475	0.2041560566
476	0.2039704354
477	0.2037126001
478	0.2035623967
479	0.2034238754
480	0.2032382322
481	0.203119159
482	0.2029093206
483	0.20278305
484	0.2026411815
485	0.202426049
486	0.2022371244
487	0.2020526189
488	0.20184604
489	0.2017293294
490	0.2016092936
491	0.2014487208
492	0.2013540617
493	0.2011868603
494	0.2010287596
495	0.20087825
496	0.2006927818
497	0.2005804903
498	0.200455226
499	0.2002052444
500	0.2000903714
501	0.199918576
502	0.199754678
503	0.1996069248
504	0.1993937612
505	0.1993115934
506	0.1992016427
507	0.1990514393
508	0.1989270501
509	0.1987589081
510	0.1986200367
511	0.1984867219
512	0.1983397125
513	0.1982102042
514	0.198030052
515	0.1977899367
516	0.1976085157
517	0.1974661878
518	0.1973656439
519	0.1972648374
520	0.1971445172
521	0.1969410886
522	0.1967896383
523	0.1965949383
524	0.1964424161
525	0.1962565323
526	0.1961053226
527	0.1959358461
528	0.1957766297
529	0.1956183977
530	0.1954706226
531	0.1953638439
532	0.1952762289
533	0.1951051555
534	0.1948774659
535	0.194718162
536	0.1945919789
537	0.1944118924
538	0.1942580575
539	0.1941118357
540	0.1939317054
541	0.1937765798
542	0.1936075846
543	0.1934314577
544	0.1932962397
545	0.1931863764
546	0.1931000522
547	0.192910515
548	0.1928118087
549	0.1927196434
550	0.192589982
551	0.1924108799
552	0.1922725992
553	0.1921812652
554	0.1919768303
555	0.1919080509
556	0.1918226892
557	0.1916443309
558	0.1914684665
559	0.1913703727
560	0.1911167158
561	0.1909294976
562	0.190788548
563	0.1906303378
564	0.1904996482
565	0.1903932414
566	0.1902572577
567	0.1901259993
568	0.1900055041
569	0.189822333
570	0.1896667262
571	0.1895539315
572	0.1894030062
573	0.1892897958
574	0.1891991619
575	0.1890999086
576	0.1888861762
577	0.1888028053
578	0.1887225189
579	0.1885995516
580	0.1885038642
581	0.1882566172
582	0.1880326903
583	0.1878965973
584	0.1877302929
585	0.1876162293
586	0.1874837677
587	0.1874038313
588	0.1872641724
589	0.1870738258
590	0.1868751225
591	0.1867401889
592	0.1866141371
593	0.1864822224
594	0.1863321284
595	0.1862485387
596	0.1861287435
597	0.1859963038
598	0.1858688081
599	0.1857884998
600	0.1854584287
601	0.1853146351
602	0.1852003309
603	0.1850627284
604	0.1849546808
605	0.1848621874
606	0.1847361137
607	0.1846136059
608	0.1844460545
609	0.1843280095
610	0.184249342
611	0.1840357845
612	0.1839148299
613	0.1838009195
614	0.1837317901
615	0.1836210736
616	0.1835606073
617	0.1834836789
618	0.1832459262
619	0.1831131692
620	0.1829480134
621	0.1826444674
622	0.1824483783
623	0.1822589724
624	0.1821336316
625	0.1820042108
626	0.18189461
627	0.1817062761
628	0.1815839979
629	0.1814937359
630	0.181405574
631	0.1812896619
632	0.1810631974
633	0.1809346408
634	0.1808079873
635	0.1805360418
636	0.1804299413
637	0.1802081364
638	0.1800362317
639	0.1798826375
640	0.1797002321
641	0.1795612513
642	0.1794080509
643	0.1792076521
644	0.17906236
645	0.1789735309
646	0.1788385644
647	0.1787381299
648	0.1785802916
649	0.1784568978
650	0.1783216907
651	0.1780560237
652	0.1778993668
653	0.1777866705
654	0.1776696427
655	0.1776029635
656	0.1775175361
657	0.1774281492
658	0.1773274302
659	0.177162854
660	0.1770347021
661	0.1768785265
662	0.1768100533
663	0.1766055856
664	0.1764115747
665	0.1762993816
666	0.176160379
667	0.1760452872
668	0.1759541392
669	0.1757960166
670	0.175717174
671	0.1755651768
672	0.1754996132
673	0.1753404734
674	0.1751342336
675	0.1749735733
676	0.174822473
677	0.1746722259
678	0.1745596062
679	0.1744210848
680	0.1742833401
681	0.1741059553
682	0.1739931168
683	0.1738725997
684	0.1737816376
685	0.173706361
686	0.1736087047
687	0.1735193834
688	0.1733516242
689	0.1732529944
690	0.1730931545
691	0.1729886072
692	0.1728420463
693	0.1727732012
694	0.1727098909
695	0.1726285435
696	0.1723535681
697	0.1722037695
698	0.1720578539
699	0.1719226687
700	0.1717843114
701	0.1717004373
702	0.1715447757
703	0.1713964319
704	0.1713104139
705	0.1712091261
706	0.1710708673
707	0.1709216812
708	0.1708308832
709	0.1707103114
710	0.1705872238
711	0.1704667286
712	0.1702892235
713	0.1701960082
714	0.1700896014
715	0.169951255
716	0.1698350585
717	0.1697050799
718	0.1696090753
719	0.1695133223
720	0.1693970492
721	0.1692966912
722	0.1691528758
723	0.1690391404
724	0.1689231517
725	0.1688720156
726	0.1687890931
727	0.1686803018
728	0.1685888366
729	0.1684486635
730	0.1683575811
731	0.1682802918
732	0.1680491348
733	0.1679622965
734	0.1678247814
735	0.1677220717
736	0.1676617585
737	0.1675053641
738	0.1674199149
739	0.167269449
740	0.167225018
741	0.167119366
742	0.1670217644
743	0.1668129542
744	0.1666489905
745	0.1665300048
746	0.1664012184
747	0.166278995
748	0.1661547917
749	0.1660933628
750	0.1660051353
751	0.1658689
752	0.1657294161
753	0.1656004984
754	0.1654662977
755	0.1653376316
756	0.1652477524
757	0.1651797496
758	0.1650165954
759	0.1649325901
760	0.1647982471
761	0.1647174685
762	0.16458038
763	0.1644557283
764	0.16435595
765	0.1643067938
766	0.1641298356
767	0.164003215
768	0.1638098932
769	0.1637132761
770	0.16353028
771	0.1634228012
772	0.1632922757
773	0.1631954179
774	0.1630829186
775	0.1629802089
776	0.1628689017
777	0.1627663452
778	0.1626542942
779	0.1625516064
780	0.1624845771
781	0.1623457276
782	0.1622273435
783	0.1621652254
784	0.1620599125
785	0.1619230537
786	0.1617986426
787	0.1617012926
788	0.161612912
789	0.1614933793
790	0.1613591129
791	0.161186005
792	0.1610783293
793	0.1609270212
794	0.1608261272
795	0.1606670639
796	0.1605897309
797	0.1605375885
798	0.1604263142
799	0.1603507421
800	0.1601911975
801	0.1600923272
802	0.1600257135
803	0.1598548807
804	0.1597407297
805	0.1596110354
806	0.1595510175
807	0.1594508127
808	0.1593417916
809	0.1592161992
810	0.1590317155
811	0.1589335889
812	0.1588155439
813	0.1586423594
814	0.1585402403
815	0.1583998376
816	0.158328783
817	0.158207719
818	0.1581297734
819	0.1580177772
820	0.1578991743
821	0.1577696769
822	0.1576525398
823	0.157555507
824	0.1574650481
825	0.157310546
826	0.1571897445
827	0.1570371348
828	0.156926648
829	0.1568354562
830	0.1567499851
831	0.1565661359
832	0.1564118854
833	0.1562080411
834	0.1559869254
835	0.1558213429
836	0.155672288
837	0.1555854497
838	0.1554652498
839	0.1553488345
840	0.1552160776
841	0.1551233216
842	0.154939713
843	0.1548155207
844	0.1546738272
845	0.1545905219
846	0.1545336214
847	0.1544516505
848	0.1543613666
849	0.1542805005
850	0.1541741265
851	0.1540474184
852	0.1539614004
853	0.1537985525
854	0.1537042324
855	0.1536172846
856	0.1534455549
857	0.1533398262
858	0.1532119149
859	0.1530921307
860	0.153042526
861	0.1529279593
862	0.1528332563
863	0.1527076858
864	0.1526192723
865	0.1525765149
866	0.1524613357
867	0.1523317836
868	0.1522607947
869	0.152218617
870	0.1520908369
871	0.151972945
872	0.1518719417
873	0.1517939304
874	0.1517006823
875	0.1515689098
876	0.1514630608
877	0.151293825
878	0.1511765128
879	0.1510688372
880	0.1509737404
881	0.150873809
882	0.1507324547
883	0.1506478149
884	0.1505725054
885	0.1504330652
886	0.1502816587
887	0.1501736877
888	0.1501140089
889	0.1500457436
890	0.1499307284
891	0.1497852175
892	0.1496512683
893	0.1495355421
894	0.1494030805
895	0.149264231
896	0.1491457485
897	0.1490383463
898	0.148908652
899	0.1488226997
900	0.1487634474
901	0.1486520856
902	0.1485135752
903	0.1484670003
904	0.148427054
905	0.1483261929
906	0.1482398686
907	0.1481445969
908	0.1480147823
909	0.1479234921
910	0.1478400336
911	0.1477873225
912	0.1477501435
913	0.1476549484
914	0.1476185132
915	0.1474865985
916	0.147385103
917	0.1472835636
918	0.1471669843
919	0.1470010299
920	0.1469589835
921	0.1467663071
922	0.146665971
923	0.1465769122
924	0.1464514729
925	0.1463009195
926	0.1462223942
927	0.1461454439
928	0.1460780209
929	0.1459715922
930	0.1459009861
931	0.1457954325
932	0.145665957
933	0.1455380566
934	0.1454412864
935	0.1453863766
936	0.1452726631
937	0.1451741208
938	0.145016567
939	0.1448866102
940	0.1447841302
941	0.144690904
942	0.1445347393
943	0.1444589047
944	0.1442912003
945	0.1441902407
946	0.1440556571
947	0.1439322523
948	0.1438232859
949	0.143666629
950	0.1435587674
951	0.1434913553
952	0.1434190757
953	0.1432985367
954	0.143234067
955	0.143117772
956	0.1429741097
957	0.1428763878
958	0.1428057161
959	0.1427173027
960	0.1426125913
961	0.1425133927
962	0.1424454884
963	0.1423347938
964	0.1422188817
965	0.1422010306
966	0.1420692143
967	0.1419801227
968	0.1419049007
969	0.1417819115
970	0.1417101241
971	0.1416155306
972	0.1415120661
973	0.141380239
974	0.141286783
975	0.1411492898
976	0.1410293743
977	0.1409520084
978	0.1408139137
979	0.1407068396
980	0.1405422744
981	0.1404414789
982	0.1403286185
983	0.1402293872
984	0.1401167456
985	0.1400488413
986	0.1399109324
987	0.1398229237
988	0.1397213515
989	0.1396595945
990	0.1395517766
991	0.1394128177
992	0.1393311531
993	0.1392001354
994	0.139109228
995	0.1390025587
996	0.1389181595
997	0.1388448736
998	0.1387558804
999	0.1386464546
